country,year,sex,age,suicides_no,population,HDI for year,gdp_for_year ($),generation
Saint Lucia,2004,female,25-34 years,0,13158,0.0,893107211,Generation X
Saint Lucia,2004,female,35-54 years,0,18642,0.0,893107211,Generation X
Saint Lucia,2004,female,5-14 years,0,16645,0.0,893107211,Generation Z
Saint Lucia,2004,female,55-74 years,0,8141,0.0,893107211,Boomers
Saint Lucia,2004,female,75+ years,0,3117,0.0,893107211,Generation A
Saint Lucia,2004,male,15-24 years,0,16100,0.0,893107211,Millennials
Saint Lucia,2004,male,5-14 years,0,16765,0.0,893107211,Generation Z
Saint Lucia,2004,male,75+ years,0,2381,0.0,893107211,Generation A
Saint Lucia,2005,male,35-54 years,2,18544,0.691,951207366,Generation X
Saint Lucia,2005,male,25-34 years,1,12581,0.691,951207366,Generation X
Saint Lucia,2005,male,15-24 years,1,16438,0.691,951207366,Millennials
Saint Lucia,2005,female,15-24 years,0,16946,0.691,951207366,Millennials
Saint Lucia,2005,female,25-34 years,0,13364,0.691,951207366,Generation X
Saint Lucia,2005,female,35-54 years,0,19296,0.691,951207366,Generation X
Saint Lucia,2005,female,5-14 years,0,16357,0.691,951207366,Generation Z
Saint Lucia,2005,female,55-74 years,0,8353,0.691,951207366,Boomers
Saint Lucia,2005,female,75+ years,0,3072,0.691,951207366,Generation A
Saint Lucia,2005,male,5-14 years,0,16477,0.691,951207366,Generation Z
Saint Lucia,2005,male,55-74 years,0,7412,0.691,951207366,Boomers
Saint Lucia,2005,male,75+ years,0,2329,0.691,951207366,Generation A
Saint Lucia,2006,male,55-74 years,1,7889,0.0,1134193630,Boomers
Saint Lucia,2006,male,35-54 years,1,19427,0.0,1134193630,Generation X
Saint Lucia,2006,female,15-24 years,0,16697,0.0,1134193630,Millennials
Saint Lucia,2006,female,25-34 years,0,13567,0.0,1134193630,Millennials
Saint Lucia,2006,female,35-54 years,0,20254,0.0,1134193630,Generation X
Saint Lucia,2006,female,5-14 years,0,16046,0.0,1134193630,Generation Z
Saint Lucia,2006,female,55-74 years,0,8775,0.0,1134193630,Boomers
Saint Lucia,2006,female,75+ years,0,3200,0.0,1134193630,Generation A
Saint Lucia,2006,male,15-24 years,0,16212,0.0,1134193630,Millennials
Saint Lucia,2006,male,25-34 years,0,12829,0.0,1134193630,Millennials
Saint Lucia,2006,male,5-14 years,0,16150,0.0,1134193630,Generation Z
Saint Lucia,2006,male,75+ years,0,2414,0.0,1134193630,Generation A
Saint Lucia,2008,female,15-24 years,0,16103,0.0,1282215407,Millennials
Saint Lucia,2008,female,25-34 years,0,13877,0.0,1282215407,Millennials
Saint Lucia,2008,female,35-54 years,0,22170,0.0,1282215407,Generation X
Saint Lucia,2008,female,5-14 years,0,15326,0.0,1282215407,Generation Z
Saint Lucia,2008,female,55-74 years,0,9683,0.0,1282215407,Boomers
Saint Lucia,2008,female,75+ years,0,3511,0.0,1282215407,Generation A
Saint Lucia,2008,male,15-24 years,0,15783,0.0,1282215407,Millennials
Saint Lucia,2008,male,25-34 years,0,13242,0.0,1282215407,Millennials
Saint Lucia,2008,male,35-54 years,0,21171,0.0,1282215407,Generation X
Saint Lucia,2008,male,5-14 years,0,15412,0.0,1282215407,Generation Z
Saint Lucia,2008,male,55-74 years,0,8987,0.0,1282215407,Boomers
Saint Lucia,2008,male,75+ years,0,2611,0.0,1282215407,Generation A
Saint Lucia,2009,male,35-54 years,6,21964,0.0,1262973407,Generation X
Saint Lucia,2009,male,55-74 years,2,9605,0.0,1262973407,Boomers
Saint Lucia,2009,male,15-24 years,3,15639,0.0,1262973407,Millennials
Saint Lucia,2009,male,25-34 years,2,13332,0.0,1262973407,Millennials
Saint Lucia,2009,female,15-24 years,0,15855,0.0,1262973407,Millennials
Saint Lucia,2009,female,25-34 years,0,13937,0.0,1262973407,Millennials
Saint Lucia,2009,female,35-54 years,0,23037,0.0,1262973407,Generation X
Saint Lucia,2009,female,5-14 years,0,14879,0.0,1262973407,Generation Z
Saint Lucia,2009,female,55-74 years,0,10217,0.0,1262973407,Boomers
Saint Lucia,2009,female,75+ years,0,3676,0.0,1262973407,Generation A
Saint Lucia,2009,male,5-14 years,0,14963,0.0,1262973407,Generation Z
Saint Lucia,2009,male,75+ years,0,2716,0.0,1262973407,Generation A
Saint Lucia,2010,male,55-74 years,2,10246,0.73,1381968259,Boomers
Saint Lucia,2010,female,15-24 years,1,15678,0.73,1381968259,Millennials
Saint Lucia,2010,male,35-54 years,1,22681,0.73,1381968259,Generation X
Saint Lucia,2010,female,25-34 years,0,13885,0.73,1381968259,Millennials
Saint Lucia,2010,female,35-54 years,0,23787,0.73,1381968259,Generation X
Saint Lucia,2010,female,5-14 years,0,14411,0.73,1381968259,Generation Z
Saint Lucia,2010,female,55-74 years,0,10814,0.73,1381968259,Boomers
Saint Lucia,2010,female,75+ years,0,3852,0.73,1381968259,Generation A
Saint Lucia,2010,male,15-24 years,0,15545,0.73,1381968259,Millennials
Saint Lucia,2010,male,25-34 years,0,13280,0.73,1381968259,Millennials
Saint Lucia,2010,male,5-14 years,0,14494,0.73,1381968259,Generation Z
Saint Lucia,2010,male,75+ years,0,2830,0.73,1381968259,Generation A
Saint Lucia,2011,male,55-74 years,3,10517,0.73,1437684815,Boomers
Saint Lucia,2011,male,35-54 years,4,23081,0.73,1437684815,Generation X
Saint Lucia,2011,male,25-34 years,1,13402,0.73,1437684815,Millennials
Saint Lucia,2011,female,15-24 years,0,15844,0.73,1437684815,Generation Z
Saint Lucia,2011,female,25-34 years,0,14012,0.73,1437684815,Millennials
Saint Lucia,2011,female,35-54 years,0,24250,0.73,1437684815,Generation X
Saint Lucia,2011,female,5-14 years,0,13949,0.73,1437684815,Generation Z
Saint Lucia,2011,female,55-74 years,0,11141,0.73,1437684815,Boomers
Saint Lucia,2011,female,75+ years,0,3936,0.73,1437684815,Generation A
Saint Lucia,2011,male,15-24 years,0,15798,0.73,1437684815,Generation Z
Saint Lucia,2011,male,5-14 years,0,14055,0.73,1437684815,Generation Z
Saint Lucia,2011,male,75+ years,0,2907,0.73,1437684815,Generation A
Saint Lucia,2012,male,75+ years,1,2977,0.73,1436803333,Generation A
Saint Lucia,2012,male,35-54 years,4,23432,0.73,1436803333,Generation X
Saint Lucia,2012,male,55-74 years,1,10788,0.73,1436803333,Boomers
Saint Lucia,2012,male,25-34 years,1,13446,0.73,1436803333,Millennials
Saint Lucia,2012,male,5-14 years,1,13592,0.73,1436803333,Generation Z
Saint Lucia,2012,male,15-24 years,1,16016,0.73,1436803333,Generation Z
Saint Lucia,2012,female,35-54 years,1,24624,0.73,1436803333,Generation X
Saint Lucia,2012,female,15-24 years,0,16001,0.73,1436803333,Generation Z
Saint Lucia,2012,female,25-34 years,0,14085,0.73,1436803333,Millennials
Saint Lucia,2012,female,5-14 years,0,13460,0.73,1436803333,Generation Z
Saint Lucia,2012,female,55-74 years,0,11502,0.73,1436803333,Boomers
Saint Lucia,2012,female,75+ years,0,4017,0.73,1436803333,Generation A
Saint Lucia,2013,male,75+ years,1,3037,0.7290000000000001,1489928889,Generation A
Saint Lucia,2013,male,25-34 years,3,13451,0.7290000000000001,1489928889,Millennials
Saint Lucia,2013,male,55-74 years,2,11088,0.7290000000000001,1489928889,Boomers
Saint Lucia,2013,male,35-54 years,4,23758,0.7290000000000001,1489928889,Generation X
Saint Lucia,2013,male,15-24 years,2,16184,0.7290000000000001,1489928889,Generation Z
Saint Lucia,2013,male,5-14 years,1,13116,0.7290000000000001,1489928889,Generation Z
Saint Lucia,2013,female,35-54 years,1,24949,0.7290000000000001,1489928889,Generation X
Saint Lucia,2013,female,15-24 years,0,16134,0.7290000000000001,1489928889,Generation Z
Saint Lucia,2013,female,25-34 years,0,14124,0.7290000000000001,1489928889,Millennials
Saint Lucia,2013,female,5-14 years,0,12956,0.7290000000000001,1489928889,Generation Z
Saint Lucia,2013,female,55-74 years,0,11907,0.7290000000000001,1489928889,Boomers
Saint Lucia,2013,female,75+ years,0,4086,0.7290000000000001,1489928889,Generation A
Saint Lucia,2014,male,55-74 years,3,11439,0.7290000000000001,1551921037,Boomers
Saint Lucia,2014,male,25-34 years,3,13477,0.7290000000000001,1551921037,Millennials
Saint Lucia,2014,male,35-54 years,4,24066,0.7290000000000001,1551921037,Generation X
Saint Lucia,2014,female,25-34 years,2,14165,0.7290000000000001,1551921037,Millennials
Saint Lucia,2014,female,15-24 years,1,16194,0.7290000000000001,1551921037,Generation Z
Saint Lucia,2014,male,15-24 years,1,16267,0.7290000000000001,1551921037,Generation Z
Saint Lucia,2014,female,35-54 years,0,25264,0.7290000000000001,1551921037,Generation X
Saint Lucia,2014,female,5-14 years,0,12464,0.7290000000000001,1551921037,Generation Z
Saint Lucia,2014,female,55-74 years,0,12366,0.7290000000000001,1551921037,Boomers
Saint Lucia,2014,female,75+ years,0,4163,0.7290000000000001,1551921037,Generation A
Saint Lucia,2014,male,5-14 years,0,12649,0.7290000000000001,1551921037,Generation Z
Saint Lucia,2014,male,75+ years,0,3082,0.7290000000000001,1551921037,Generation A
Saint Vincent and Grenadines,1985,male,35-54 years,2,6100,0.0,145641704,Boomers
Saint Vincent and Grenadines,1985,female,15-24 years,0,11900,0.0,145641704,Generation X
Saint Vincent and Grenadines,1985,female,25-34 years,0,9200,0.0,145641704,Boomers
Saint Vincent and Grenadines,1985,female,35-54 years,0,7400,0.0,145641704,Boomers
Saint Vincent and Grenadines,1985,female,5-14 years,0,12300,0.0,145641704,Generation X
Saint Vincent and Grenadines,1985,female,55-74 years,0,4100,0.0,145641704,Silent
Saint Vincent and Grenadines,1985,female,75+ years,0,1000,0.0,145641704,Generation A
Saint Vincent and Grenadines,1985,male,15-24 years,0,12100,0.0,145641704,Generation X
Saint Vincent and Grenadines,1985,male,25-34 years,0,9300,0.0,145641704,Boomers
Saint Vincent and Grenadines,1985,male,5-14 years,0,12800,0.0,145641704,Generation X
Saint Vincent and Grenadines,1985,male,55-74 years,0,2900,0.0,145641704,Silent
Saint Vincent and Grenadines,1985,male,75+ years,0,700,0.0,145641704,Generation A
Saint Vincent and Grenadines,1986,female,15-24 years,0,12100,0.0,160846667,Generation X
Saint Vincent and Grenadines,1986,female,25-34 years,0,9300,0.0,160846667,Boomers
Saint Vincent and Grenadines,1986,female,35-54 years,0,7400,0.0,160846667,Boomers
Saint Vincent and Grenadines,1986,female,5-14 years,0,12500,0.0,160846667,Millennials
Saint Vincent and Grenadines,1986,female,55-74 years,0,4100,0.0,160846667,Silent
Saint Vincent and Grenadines,1986,female,75+ years,0,1000,0.0,160846667,Generation A
Saint Vincent and Grenadines,1986,male,15-24 years,0,12300,0.0,160846667,Generation X
Saint Vincent and Grenadines,1986,male,25-34 years,0,9400,0.0,160846667,Boomers
Saint Vincent and Grenadines,1986,male,35-54 years,0,6100,0.0,160846667,Boomers
Saint Vincent and Grenadines,1986,male,5-14 years,0,13000,0.0,160846667,Millennials
Saint Vincent and Grenadines,1986,male,55-74 years,0,2900,0.0,160846667,Silent
Saint Vincent and Grenadines,1986,male,75+ years,0,700,0.0,160846667,Generation A
Saint Vincent and Grenadines,1987,female,15-24 years,0,11800,0.0,175580630,Generation X
Saint Vincent and Grenadines,1987,female,25-34 years,0,7722,0.0,175580630,Boomers
Saint Vincent and Grenadines,1987,female,35-54 years,0,7471,0.0,175580630,Boomers
Saint Vincent and Grenadines,1987,female,5-14 years,0,13490,0.0,175580630,Millennials
Saint Vincent and Grenadines,1987,female,55-74 years,0,4835,0.0,175580630,Silent
Saint Vincent and Grenadines,1987,female,75+ years,0,1500,0.0,175580630,Generation A
Saint Vincent and Grenadines,1987,male,15-24 years,0,12015,0.0,175580630,Generation X
Saint Vincent and Grenadines,1987,male,25-34 years,0,7324,0.0,175580630,Boomers
Saint Vincent and Grenadines,1987,male,35-54 years,0,7072,0.0,175580630,Boomers
Saint Vincent and Grenadines,1987,male,5-14 years,0,13801,0.0,175580630,Millennials
Saint Vincent and Grenadines,1987,male,55-74 years,0,4058,0.0,175580630,Silent
Saint Vincent and Grenadines,1987,male,75+ years,0,948,0.0,175580630,Generation A
Saint Vincent and Grenadines,1990,male,25-34 years,3,8514,0.0,240365259,Generation X
Saint Vincent and Grenadines,1990,male,55-74 years,1,4229,0.0,240365259,Silent
Saint Vincent and Grenadines,1990,male,35-54 years,1,7593,0.0,240365259,Boomers
Saint Vincent and Grenadines,1990,female,15-24 years,0,11097,0.0,240365259,Generation X
Saint Vincent and Grenadines,1990,female,25-34 years,0,8323,0.0,240365259,Generation X
Saint Vincent and Grenadines,1990,female,35-54 years,0,7762,0.0,240365259,Boomers
Saint Vincent and Grenadines,1990,female,5-14 years,0,13580,0.0,240365259,Millennials
Saint Vincent and Grenadines,1990,female,55-74 years,0,5128,0.0,240365259,Silent
Saint Vincent and Grenadines,1990,female,75+ years,0,1532,0.0,240365259,Generation A
Saint Vincent and Grenadines,1990,male,15-24 years,0,11489,0.0,240365259,Generation X
Saint Vincent and Grenadines,1990,male,5-14 years,0,13853,0.0,240365259,Millennials
Saint Vincent and Grenadines,1990,male,75+ years,0,1041,0.0,240365259,Generation A
Saint Vincent and Grenadines,1995,male,35-54 years,4,9078,0.0,316008481,Boomers
Saint Vincent and Grenadines,1995,male,55-74 years,1,4642,0.0,316008481,Silent
Saint Vincent and Grenadines,1995,male,25-34 years,1,9023,0.0,316008481,Generation X
Saint Vincent and Grenadines,1995,male,15-24 years,1,11449,0.0,316008481,Generation X
Saint Vincent and Grenadines,1995,female,15-24 years,0,11061,0.0,316008481,Generation X
Saint Vincent and Grenadines,1995,female,25-34 years,0,8575,0.0,316008481,Generation X
Saint Vincent and Grenadines,1995,female,35-54 years,0,8791,0.0,316008481,Boomers
Saint Vincent and Grenadines,1995,female,5-14 years,0,12450,0.0,316008481,Millennials
Saint Vincent and Grenadines,1995,female,55-74 years,0,5396,0.0,316008481,Silent
Saint Vincent and Grenadines,1995,female,75+ years,0,1681,0.0,316008481,Generation A
Saint Vincent and Grenadines,1995,male,5-14 years,0,12625,0.0,316008481,Millennials
Saint Vincent and Grenadines,1995,male,75+ years,0,1203,0.0,316008481,Generation A
Saint Vincent and Grenadines,1996,male,25-34 years,4,9020,0.0,331489704,Generation X
Saint Vincent and Grenadines,1996,male,35-54 years,2,9518,0.0,331489704,Boomers
Saint Vincent and Grenadines,1996,female,35-54 years,1,9172,0.0,331489704,Boomers
Saint Vincent and Grenadines,1996,male,15-24 years,1,11360,0.0,331489704,Millennials
Saint Vincent and Grenadines,1996,female,15-24 years,0,10978,0.0,331489704,Millennials
Saint Vincent and Grenadines,1996,female,25-34 years,0,8535,0.0,331489704,Generation X
Saint Vincent and Grenadines,1996,female,5-14 years,0,12189,0.0,331489704,Millennials
Saint Vincent and Grenadines,1996,female,55-74 years,0,5346,0.0,331489704,Silent
Saint Vincent and Grenadines,1996,female,75+ years,0,1733,0.0,331489704,Generation A
Saint Vincent and Grenadines,1996,male,5-14 years,0,12360,0.0,331489704,Millennials
Saint Vincent and Grenadines,1996,male,55-74 years,0,4651,0.0,331489704,Silent
Saint Vincent and Grenadines,1996,male,75+ years,0,1233,0.0,331489704,Generation A
Saint Vincent and Grenadines,1997,male,25-34 years,1,8956,0.0,347770000,Generation X
Saint Vincent and Grenadines,1997,male,35-54 years,1,10022,0.0,347770000,Boomers
Saint Vincent and Grenadines,1997,male,15-24 years,1,11269,0.0,347770000,Millennials
Saint Vincent and Grenadines,1997,female,15-24 years,0,10897,0.0,347770000,Millennials
Saint Vincent and Grenadines,1997,female,25-34 years,0,8443,0.0,347770000,Generation X
Saint Vincent and Grenadines,1997,female,35-54 years,0,9614,0.0,347770000,Boomers
Saint Vincent and Grenadines,1997,female,5-14 years,0,11950,0.0,347770000,Millennials
Saint Vincent and Grenadines,1997,female,55-74 years,0,5289,0.0,347770000,Silent
Saint Vincent and Grenadines,1997,female,75+ years,0,1780,0.0,347770000,Generation A
Saint Vincent and Grenadines,1997,male,5-14 years,0,12124,0.0,347770000,Millennials
Saint Vincent and Grenadines,1997,male,55-74 years,0,4666,0.0,347770000,Silent
Saint Vincent and Grenadines,1997,male,75+ years,0,1245,0.0,347770000,Generation A
Saint Vincent and Grenadines,1998,male,75+ years,1,1251,0.0,373619852,Generation A
Saint Vincent and Grenadines,1998,male,55-74 years,2,4684,0.0,373619852,Silent
Saint Vincent and Grenadines,1998,male,35-54 years,4,10556,0.0,373619852,Boomers
Saint Vincent and Grenadines,1998,male,25-34 years,3,8852,0.0,373619852,Generation X
Saint Vincent and Grenadines,1998,female,15-24 years,0,10819,0.0,373619852,Millennials
Saint Vincent and Grenadines,1998,female,25-34 years,0,8318,0.0,373619852,Generation X
Saint Vincent and Grenadines,1998,female,35-54 years,0,10094,0.0,373619852,Boomers
Saint Vincent and Grenadines,1998,female,5-14 years,0,11738,0.0,373619852,Millennials
Saint Vincent and Grenadines,1998,female,55-74 years,0,5226,0.0,373619852,Silent
Saint Vincent and Grenadines,1998,female,75+ years,0,1810,0.0,373619852,Generation A
Saint Vincent and Grenadines,1998,male,15-24 years,0,11181,0.0,373619852,Millennials
Saint Vincent and Grenadines,1998,male,5-14 years,0,11920,0.0,373619852,Millennials
Saint Vincent and Grenadines,1999,male,35-54 years,4,11082,0.0,390719148,Boomers
Saint Vincent and Grenadines,1999,male,55-74 years,1,4717,0.0,390719148,Silent
Saint Vincent and Grenadines,1999,male,5-14 years,1,11747,0.0,390719148,Millennials
Saint Vincent and Grenadines,1999,female,15-24 years,0,10747,0.0,390719148,Millennials
Saint Vincent and Grenadines,1999,female,25-34 years,0,8186,0.0,390719148,Generation X
Saint Vincent and Grenadines,1999,female,35-54 years,0,10547,0.0,390719148,Boomers
Saint Vincent and Grenadines,1999,female,5-14 years,0,11554,0.0,390719148,Millennials
Saint Vincent and Grenadines,1999,female,55-74 years,0,5187,0.0,390719148,Silent
Saint Vincent and Grenadines,1999,female,75+ years,0,1840,0.0,390719148,Generation A
Saint Vincent and Grenadines,1999,male,15-24 years,0,11093,0.0,390719148,Millennials
Saint Vincent and Grenadines,1999,male,25-34 years,0,8736,0.0,390719148,Generation X
Saint Vincent and Grenadines,1999,male,75+ years,0,1249,0.0,390719148,Generation A
Saint Vincent and Grenadines,2000,male,35-54 years,3,11565,0.674,396270000,Generation X
Saint Vincent and Grenadines,2000,male,15-24 years,2,11006,0.674,396270000,Millennials
Saint Vincent and Grenadines,2000,female,15-24 years,0,10682,0.674,396270000,Millennials
Saint Vincent and Grenadines,2000,female,25-34 years,0,8075,0.674,396270000,Generation X
Saint Vincent and Grenadines,2000,female,35-54 years,0,10952,0.674,396270000,Generation X
Saint Vincent and Grenadines,2000,female,5-14 years,0,11396,0.674,396270000,Millennials
Saint Vincent and Grenadines,2000,female,55-74 years,0,5182,0.674,396270000,Silent
Saint Vincent and Grenadines,2000,female,75+ years,0,1861,0.674,396270000,Generation A
